Time (s),LVDT (V),Potentiometer (V),Accelerometer (V),Tachometer (V)
3.135,2.447,4.19,2.7898,-.1112
3.14,2.4555,4.1952,2.8093,-.1112
3.145,2.4726,4.2007,2.772,-.1093
3.15,2.4788,4.2049,2.7778,-.1101
3.155,2.5025,4.2082,2.8323,-.1072
3.16,2.5064,4.2134,2.8239,-.1012
3.165,2.5122,4.2199,2.8148,-.1041
3.17,2.5252,4.2225,2.786,-.1059
3.175,2.545,4.2238,2.7993,-.1034
3.18,2.5414,4.2309,2.8161,-.1025
3.185,2.556,4.2354,2.798,-.1004
3.19,2.5625,4.2403,2.7918,-.0991
3.195,2.5615,4.2435,2.82,-.1028
3.2,2.5693,4.2484,2.7898,-.0995
3.205,2.5596,4.252,2.7885,-.0978
3.21,2.5615,4.2562,2.8054,-.0973
3.215,2.5732,4.2607,2.8096,-.0992
3.22,2.5764,4.2643,2.8258,-.096
3.225,2.5845,4.2682,2.7976,-.0961
3.23,2.5894,4.2734,2.7834,-.0914
3.235,2.6034,4.2786,2.8168,-.0939
3.24,2.6131,4.2808,2.8314,-.0926
3.245,2.6274,4.2851,2.8129,-.0934
3.25,2.6387,4.2896,2.8343,-.0942
3.255,2.6462,4.2941,2.8297,-.0948
3.26,2.6578,4.2984,2.8229,-.0911
3.265,2.6666,4.3016,2.786,-.0948
3.27,2.6669,4.3055,2.7762,-.0957
3.275,2.6835,4.3097,2.809,-.0958
3.28,2.6929,4.3152,2.8012,-.0999
3.285,2.6981,4.3181,2.7843,-.1002
3.29,2.7055,4.3224,2.8216,-.0987
3.295,2.7182,4.3256,2.798,-.1002
3.3,2.7399,4.3318,2.7863,-.0974
3.305,2.736,4.3347,2.7866,-.1013
3.31,2.759,4.3408,2.7911,-.1039
3.315,2.7525,4.3451,2.7655,-.107
3.32,2.761,4.349,2.7639,-.1117
3.325,2.7765,4.3545,2.7629,-.1175
3.33,2.7759,4.3574,2.7503,-.1209
3.335,2.7808,4.3668,2.7441,-.128
3.34,2.7778,4.372,2.7671,-.1319
3.345,2.7986,4.3765,2.7905,-.1334
3.35,2.7989,4.382,2.7704,-.1356
3.355,2.8031,4.3885,2.7743,-.1374
3.36,2.8158,4.3901,2.8022,-.139
3.365,2.8362,4.3996,2.7743,-.1381
3.37,2.8482,4.4034,2.7905,-.1403
3.375,2.8583,4.4161,2.821,-.142
3.38,2.8742,4.4171,2.7895,-.1452
3.385,2.8846,4.4236,2.8061,-.1446
3.39,2.8917,4.4287,2.8378,-.145
3.395,2.9277,4.4346,2.8382,-.1449
3.4,2.9241,4.4404,2.8216,-.1421
3.405,2.9309,4.4495,2.8223,-.1471
3.41,2.9472,4.4537,2.8216,-.1512
3.415,2.9605,4.4589,2.8356,-.152
3.42,2.9744,4.4654,2.8054,-.1531
3.425,2.9906,4.4703,2.8051,-.1539
3.43,3.0097,4.478,2.8216,-.157
3.435,3.0266,4.4849,2.7827,-.1654
3.44,3.0435,4.4881,2.8129,-.1632
3.445,3.0548,4.4978,2.7778,-.1685
3.45,3.0698,4.505,2.8051,-.1696
3.455,3.0727,4.5118,2.8012,-.168
3.46,3.0892,4.516,2.8135,-.1695
3.465,3.0951,4.5261,2.8109,-.1688
3.47,3.1064,4.5309,2.7772,-.1742
3.475,3.1116,4.5381,2.7873,-.1761
3.48,3.1239,4.5465,2.8006,-.1798
3.485,3.1324,4.5539,2.7652,-.1865
3.49,3.1512,4.5617,2.7328,-.1918
3.495,3.1696,4.5698,2.748,-.202
3.5,3.1852,4.5779,2.7282,-.2122
3.505,3.2044,4.5854,2.724,-.2228
3.51,3.2131,4.6091,2.7003,-.2334
3.515,3.2332,4.6058,2.714,-.2464
3.52,3.2511,4.6156,2.7188,-.2577
3.525,3.2777,4.6276,2.7269,-.265
3.53,3.302,4.6383,2.7457,-.2794
3.535,3.336,4.6496,2.7243,-.2922
3.54,3.3633,4.6632,2.7558,-.2906
3.545,3.384,4.6697,2.748,-.2943
3.55,3.4006,4.6872,2.7808,-.3001
3.555,3.4233,4.7009,2.7814,-.3066
3.56,3.4473,4.7135,2.7574,-.3157
3.565,3.5005,4.7281,2.7762,-.3262
3.57,3.5255,4.7404,2.7483,-.3319
3.575,3.5556,4.756,2.7467,-.3417
3.58,3.577,4.7683,2.7474,-.3503
3.585,3.5965,4.7833,2.7918,-.3575
3.59,3.626,4.7985,2.7892,-.3654
3.595,3.6539,4.8137,2.7538,-.3785
3.6,3.6867,4.8296,2.7532,-.3848
3.605,3.723,4.8462,2.7633,-.3926
3.61,3.7295,4.8585,2.7986,-.3934
3.615,3.7574,4.8767,2.8138,-.4008
3.62,3.7775,4.8929,2.8087,-.408
3.625,3.8358,4.9104,2.7811,-.4062
3.63,3.8527,4.9269,2.7461,-.4072
3.635,3.8783,4.9448,2.7645,-.4182
3.64,3.9062,4.9629,2.8028,-.4356
3.645,3.9549,4.9753,2.7688,-.4428
3.65,4.0149,4.9999,2.7869,-.456
3.655,4.0356,5.0178,2.8025,-.4624
3.66,4.0681,5.0356,2.762,-.4638
3.665,4.1012,5.0531,2.7791,-.4718
3.67,4.1631,5.0742,2.8015,-.4688
3.675,4.1955,5.0927,2.8356,-.4687
3.68,4.2251,5.1105,2.8171,-.4805
3.685,4.265,5.1319,2.8203,-.4881
3.69,4.3185,5.1517,2.7574,-.4902
3.695,4.3655,5.1708,2.7762,-.4978
3.7,4.3879,5.1961,2.773,-.4905
3.705,4.4362,5.212,2.7811,-.4934
3.71,4.4742,5.2305,2.7629,-.5114
3.715,4.5277,5.2526,2.7707,-.5231
3.72,4.5608,5.2776,2.7765,-.5339
3.725,4.6013,5.2996,2.7684,-.5512
3.73,4.6558,5.323,2.795,-.5556
3.735,4.7002,5.3463,2.7847,-.5687
3.74,4.7307,5.3693,2.8015,-.5762
3.745,4.7683,5.3917,2.8437,-.5752
3.75,4.8124,5.4177,2.7921,-.578
3.755,4.8604,5.4426,2.7905,-.5846
3.76,4.9078,5.4676,2.783,-.6001
3.765,4.9571,5.4913,2.7798,-.6128
3.77,5.0074,5.5179,2.8258,-.6275
3.775,5.0476,5.5413,2.8103,-.639
3.78,5.0995,5.5682,2.8148,-.6442
3.785,5.1501,5.5941,2.8301,-.6528
3.79,5.2059,5.6214,2.7639,-.6607
3.795,5.2574,5.6486,2.7908,-.6675
3.8,5.3084,5.6768,2.8229,-.6733
3.805,5.3703,5.7041,2.8391,-.6655
3.81,5.4319,5.7307,2.81,-.6855
3.815,5.4832,5.7751,2.8246,-.6898
3.82,5.5458,5.7871,2.8197,-.6974
3.825,5.6026,5.816,2.8369,-.7159
3.83,5.6687,5.8452,2.9157,-.7193
3.835,5.7226,5.8786,2.9108,-.7374
3.84,5.7926,5.9091,2.8537,-.7577
3.845,5.8536,5.9402,2.8609,-.7347
3.85,5.9097,5.9665,2.8943,-.7484
3.855,5.9726,5.9986,2.8829,-.7658
3.86,6.0268,6.0284,2.8946,-.7764
3.865,6.0897,6.0602,2.8693,-.793
3.87,6.1646,6.0894,2.8106,-.8087
3.875,6.2078,6.1248,2.8434,-.8028
3.88,6.2681,6.1614,2.8894,-.8104
3.885,6.3353,6.1912,2.903,-.8004
3.89,6.394,6.225,2.8531,-.8093
3.895,6.4634,6.2587,2.7898,-.8297
3.9,6.5234,6.2934,2.7827,-.8412
3.905,6.5766,6.3271,2.8249,-.8522
3.91,6.67,6.3615,2.9017,-.8684
3.915,6.7258,6.3988,2.8615,-.8946
3.92,6.8104,6.4332,2.7924,-.8975
3.925,6.8646,6.4689,2.8119,-.911
3.93,6.9548,6.5042,2.8314,-.9275
3.935,7.0154,6.5458,2.8434,-.9602
3.94,7.0975,6.5814,2.8236,-.9853
3.945,7.1805,6.6217,2.7824,-.9908
3.95,7.2596,6.6603,2.8119,-.9965
3.955,7.3404,6.6982,2.8194,-.9953
3.96,7.4221,6.7381,2.8012,-1.0046
3.965,7.512,6.7803,2.856,-1.0316
3.97,7.5967,6.8218,2.9186,-1.0526
3.975,7.6936,6.8656,2.8009,-1.0661
3.98,7.7737,6.9103,2.8236,-1.0975
3.985,7.8639,6.9622,2.8807,-1.0918
3.99,7.9499,6.9982,2.8177,-1.1198
3.995,8.0394,7.0417,2.8998,-1.1517
4,8.1192,7.0881,2.9212,-1.1715
4.005,8.2077,7.138,2.8933,-1.1655
4.01,8.2995,7.1821,3.1564,-1.1215
4.015,8.392,7.2259,3.4658,-1.0352
4.02,8.4711,7.2671,3.6117,-.973
4.025,8.537,7.3044,3.7123,-.9155
4.03,8.6106,7.3375,3.796,-.8284
4.035,8.667,7.3716,3.8352,-.7671
4.04,8.7312,7.4004,3.7878,-.6979
4.045,8.7646,7.4273,3.7784,-.5859
4.05,8.8162,7.4513,3.7596,-.5132
4.055,8.8516,7.4708,3.745,-.434
4.06,8.8759,7.4854,3.7765,-.3516
4.065,8.9077,7.4977,3.8125,-.2835
4.07,8.919,7.5097,3.7992,-.2168
4.075,8.9466,7.5172,3.7525,-.1546
4.08,8.9612,7.5211,3.7162,-.0869
4.085,8.9687,7.5289,3.541,-.029
4.09,8.9794,7.5243,3.5063,.0267
4.095,8.98,7.524,3.4907,.0696
4.1,8.9784,7.5201,3.3727,.1038
4.105,8.979,7.5169,2.7016,.036
4.11,8.9703,7.5156,2.8031,-.0045
4.115,8.9638,7.5195,3.1327,-.0021
4.12,8.9713,7.5198,3.0007,-.0534
4.125,8.9781,7.5211,2.8391,-.0811
4.13,8.9729,7.525,2.9608,-.056
4.135,8.9755,7.5285,3.1609,-.0466
4.14,8.9794,7.5285,3.2183,-.0456
4.145,8.9846,7.5308,3.3039,-.0311
4.15,8.981,7.5266,3.361,-.0108
4.155,8.9852,7.5308,3.3098,.0198
4.16,8.9781,7.5285,3.2404,.0368
4.165,8.967,7.5295,3.0363,.0517
4.17,8.943,7.5269,2.9737,.0546
4.175,8.9521,7.525,2.988,.0449
4.18,8.9761,7.5263,2.9845,.0222
4.185,8.9683,7.5175,2.9643,-.012
4.19,8.9729,7.5246,3.1703,-.0293
4.195,8.9732,7.5263,3.47,-.0304
4.2,8.9674,7.5285,3.6763,-.0296
4.205,8.97,7.5289,3.8488,-.0086
4.21,8.9732,7.5295,3.817,.0052
4.215,8.9849,7.5253,3.6669,.0104
4.22,8.9842,7.5285,3.4963,.0046
4.225,8.9859,7.5289,3.3487,-.0073
4.23,8.9894,7.5289,3.2712,-.0052
4.235,8.9911,7.5263,3.2248,.0054
4.24,8.9979,7.5292,3.1525,.0073
4.245,8.9914,7.5269,3.0662,.0055
4.25,8.9891,7.5224,3.0169,-.0008
4.255,8.9911,7.5285,3.0334,-.0068
4.26,8.9878,7.5298,3.0769,-.0199
4.265,8.9927,7.5308,3.1564,-.0197
4.27,8.9927,7.5321,3.1122,-.0158
4.275,8.9855,7.5321,3.0736,-.0134
4.28,8.9852,7.535,3.0603,-.0035
4.285,8.9956,7.5337,3.0818,.0039
4.29,8.9979,7.5337,3.0827,.0015
4.295,8.9677,7.5344,3.0085,-.0123
4.3,8.9645,7.5334,2.9948,-.0235
4.305,8.9693,7.5363,3.0068,-.0273
4.31,8.9891,7.5363,3.013,-.0358
4.315,8.9787,7.5366,2.9864,-.0408
4.32,8.982,7.5415,2.9488,-.0487
4.325,8.9936,7.5435,2.954,-.0607
4.33,9.0073,7.5451,2.9926,-.068
4.335,9.0014,7.5486,3.049,-.0766
4.34,9.0219,7.5525,3.0503,-.0863
4.345,9.0303,7.5551,3.1265,-.0864
4.35,9.0355,7.5603,3.2481,-.0819
4.355,9.0433,7.5623,3.2942,-.0809
4.36,9.0439,7.5655,3.2971,-.0719
4.365,9.0459,7.5691,3.3305,-.055
4.37,9.0404,7.5717,3.2825,-.049
4.375,9.0553,7.5726,3.2277,-.0599
4.38,9.0686,7.5714,3.1985,-.0464
4.385,9.0673,7.5795,3.049,-.0594
4.39,9.0877,7.5801,3.0146,-.0791
4.395,9.0961,7.5827,3.0094,-.0911
4.4,9.1039,7.5885,2.9838,-.1065
4.405,9.1169,7.5924,3.0805,-.1106
4.41,9.1247,7.596,3.0902,-.1131
4.415,9.1373,7.5976,3.0454,-.1245
4.42,9.1367,7.6064,3.0149,-.1297
4.425,9.1484,7.6119,3.1155,-.1227
4.43,9.1539,7.6164,3.1414,-.1143
4.435,9.1704,7.621,3.1541,-.0989
4.44,9.1523,7.6239,3.1752,-.0843
4.445,9.1659,7.6271,3.2365,-.057
4.45,9.1587,7.6382,3.2086,-.0476
4.455,9.1792,7.633,3.144,-.0422
4.46,9.1526,7.6346,3.1606,-.0286
4.465,9.1678,7.6359,3.1949,-.0204
4.47,9.1899,7.6365,3.1781,-.0142
4.475,9.1727,7.6356,3.1495,.0007
4.48,9.1753,7.6333,3.1907,.0117
4.485,9.2032,7.6362,3.228,.0285
4.49,9.1934,7.6352,3.2394,.0457
4.495,9.1938,7.6346,3.2102,.0416
4.5,9.1837,7.632,3.2562,.0512
4.505,9.1756,7.6301,3.3072,.0737
4.51,9.1733,7.6242,3.3055,.0913
4.515,9.1591,7.6255,3.2841,.1025
4.52,9.1523,7.6171,3.301,.1355
4.525,9.1308,7.6119,3.218,.1397
4.53,9.1247,7.607,3.2154,.1334
4.535,9.1127,7.6022,3.1797,.1402
4.54,9.1023,7.5963,3.0925,.1257
4.545,9.102,7.5928,3.002,.1075
4.55,9.0751,7.5846,3.0179,.1012
4.555,9.1046,7.5846,2.9906,.0949
4.56,9.1,7.5811,2.9987,.08
4.565,9.0916,7.5759,3.062,.0729
4.57,9.0854,7.5749,3.0519,.0784
4.575,9.0734,7.5746,3.0818,.0758
4.58,9.0705,7.5652,3.1226,.079
4.585,9.0627,7.5665,3.1658,.0917
4.59,9.054,7.5623,3.1431,.1041
4.595,9.04,7.5587,3.1236,.1112
4.6,9.0374,7.5532,3.1148,.1231
4.605,9.0238,7.5496,3.0701,.1268
4.61,9.1244,7.5441,3.0526,.1164
4.615,9.126,7.5392,3.0393,.1096
4.62,8.9816,7.5366,3.0146,.0988
4.625,9.0822,7.5331,2.9919,.0878
4.63,8.9911,7.5302,3.0085,.0792
4.635,8.9816,7.5269,3.0428,.0751
4.64,8.9836,7.5256,3.0341,.0637
4.645,8.9735,7.522,3.0642,.0562
4.65,8.9755,7.512,3.1113,.0575
4.655,8.9661,7.5182,3.1343,.0575
4.66,8.9589,7.5165,3.1336,.0575
4.665,8.955,7.5133,3.1687,.0651
4.67,8.9492,7.5091,3.1953,.0787
4.675,8.9453,7.5078,3.2206,.0949
4.68,8.9333,7.5013,3.2601,.1046
4.685,8.921,7.498,3.1787,.102
4.69,8.9057,7.4958,3.0947,.0905
4.695,8.9278,7.4929,3.061,.0816
4.7,9.0167,7.4899,3.0402,.0743
4.705,8.9009,7.4835,3.0237,.0708
4.71,8.895,7.4854,3.0295,.0675
4.715,8.8895,7.4779,3.014,.0603
4.72,8.8882,7.4799,2.9763,.0473
4.725,8.8736,7.4779,3.0762,.0499
4.73,8.873,7.477,3.0925,.0481
4.735,8.8655,7.4747,3.0393,.0444
4.74,8.8623,7.4737,3.0075,.0475
4.745,8.8581,7.4702,3.12,.0612
4.75,8.847,7.4653,3.0989,.0674
4.755,8.8461,7.4656,3.0565,.0661
4.76,8.8337,7.462,3.1077,.0756
4.765,8.8321,7.4598,3.1333,.0805
4.77,8.8191,7.4565,3.1171,.0729
4.775,8.8282,7.4549,3.1038,.075
4.78,8.8221,7.4491,3.1045,.0834
4.785,8.825,7.4452,3.0782,.079
4.79,8.8003,7.4442,3.0483,.0687
4.795,8.9028,7.4419,3.0529,.0599
4.8,8.7974,7.44,3.048,.0476
4.805,8.7887,7.4387,3.0461,.0331
4.81,8.7912,7.4371,3.0983,.0321
4.815,8.789,7.4354,3.1054,.0331
4.82,8.7851,7.4432,3.1255,.0366
4.825,8.7779,7.4342,3.1551,.0441
4.83,8.7754,7.4329,3.1787,.0484
4.835,8.7757,7.4247,3.1418,.0526
4.84,8.7666,7.4286,3.132,.0569
4.845,8.7744,7.4257,3.1187,.0504
4.85,8.7763,7.4238,3.0292,.0522
4.855,8.7711,7.4215,3.0636,.0591
4.86,8.7773,7.4202,3.0889,.0656
4.865,8.7731,7.4166,3.0772,.064
4.87,8.776,7.4147,3.0539,.0603
4.875,8.7715,7.4127,3.0561,.0565
4.88,8.7705,7.4095,3.0075,.0507
4.885,8.7621,7.4131,2.964,.0416
4.89,8.763,7.4072,3.0162,.039
4.895,8.7569,7.4037,3.0172,.0395
4.9,8.7439,7.4053,3,.035
4.905,8.7432,7.4037,3.0402,.0288
4.91,8.7351,7.402,3.0341,.0287
4.915,8.7432,7.402,3.0454,.0313
4.92,8.7277,7.4004,3.0292,.0298
4.925,8.7384,7.3991,3.1191,.0335
4.93,8.7348,7.3972,3.1106,.0361
4.935,8.7257,7.3965,3.1327,.0421
4.94,8.7163,7.3952,3.0999,.0441
4.945,8.7076,7.3933,3.1035,.0418
4.95,8.7092,7.3923,3.1058,.0434
4.955,8.692,7.3907,3.1324,.0433
4.96,8.6956,7.3887,3.1421,.0449
4.965,8.6998,7.3874,3.108,.0348
4.97,8.6868,7.3878,3.0704,.0295
4.975,8.7082,7.3861,3.0892,.0292
4.98,8.691,7.3842,3.0808,.0233
4.985,8.6946,7.3861,3.0701,.0229
4.99,8.6917,7.3855,3.0646,.0204
4.995,8.705,7.3832,3.0662,.0214
5,8.716,7.3819,3.1103,.0188
5.005,8.5512,7.3034,3.0461,.0047
5.01,8.5558,7.3034,3.047,.0054
5.015,8.5548,7.3025,3.0698,.0039
5.02,8.5597,7.3028,3.0292,.0057
5.025,8.5428,7.309,3.0548,.0062
5.03,8.5567,7.3031,3.0282,.006
5.035,8.5571,7.3028,3.0665,.0083
5.04,8.5451,7.3025,3.0493,.0105
5.045,8.5519,7.3031,3.0808,.0123
5.05,8.5395,7.3008,3.0938,.0209
5.055,8.537,7.3012,3.1914,.0507
5.06,8.5298,7.2986,3.2569,.073
5.065,8.5266,7.2953,3.3137,.0947
5.07,8.5133,7.2908,3.3334,.1289
5.075,8.5022,7.2846,3.3789,.166
5.08,8.4951,7.2778,3.4269,.2035
5.085,8.4617,7.27,3.3954,.2246
5.09,8.4448,7.2545,3.3373,.251
5.095,8.4179,7.2493,3.3221,.284
5.1,8.3965,7.2366,3.3055,.3138
5.105,8.3725,7.2243,3.3221,.3392
5.11,8.3456,7.2094,3.264,.3599
5.115,8.3177,7.1954,3.1839,.375
5.12,8.2862,7.1821,3.121,.3807
5.125,8.3683,7.1627,3.0496,.386
5.13,8.2259,7.1497,2.9481,.3619
5.135,8.2035,7.137,2.8041,.3225
5.14,8.1795,7.1247,2.6491,.2968
5.145,8.161,7.1124,2.7522,.2814
5.15,8.1351,7.101,2.9734,.301
5.155,8.1095,7.0923,3.0195,.2796
5.16,8.0991,7.0796,3.0409,.2613
5.165,8.09,7.0696,3.0522,.2654
5.17,8.0777,7.0605,3.0435,.2702
5.175,8.0627,7.0495,3.0821,.2885
5.18,8.0394,7.0381,3.2092,.3123
5.185,8.0086,7.0261,3.1431,.324
5.19,7.9742,7.0183,3.0545,.322
5.195,7.9538,7.0005,3.0921,.3434
5.2,7.9307,6.9865,3.1281,.358
5.205,7.969,6.9729,3.0811,.352
5.21,7.959,6.9599,2.8833,.3277
5.215,7.825,6.9479,2.7837,.2942
5.22,7.8201,6.9353,2.7525,.2717
5.225,7.789,6.9353,2.8356,.2733
5.23,7.7754,6.9142,3.0399,.2764
5.235,7.7507,6.9048,3.0331,.2628
5.24,7.7371,6.8938,3.0539,.2451
5.245,7.7134,6.8853,3.0522,.2332
5.25,7.6797,6.8733,3.0821,.2458
5.255,7.6502,6.8623,3.2151,.2733
5.26,7.6317,6.8516,3.3163,.306
5.265,7.6125,6.8412,3.2128,.3219
5.27,7.585,6.8292,3.1447,.3279
5.275,7.5733,6.814,3.1418,.3501
5.28,7.5383,6.8004,3.1275,.3585
5.285,7.5357,6.7867,3.1152,.3565
5.29,7.4945,6.7699,2.977,.329
5.295,7.5522,6.7595,2.7383,.2885
5.3,7.5162,6.7475,2.5868,.2628
5.305,7.4384,6.7361,2.7746,.2668
5.31,7.4225,6.7245,2.9851,.2777
5.315,7.4027,6.7138,2.9822,.2676
5.32,7.3621,6.705,3.0104,.2542
5.325,7.3472,6.6894,3.0085,.2463
5.33,7.3158,6.6855,2.9063,.2471
5.335,7.3031,6.6755,3.0013,.2578
5.34,7.2849,6.67,3.1317,.2879
5.345,7.2733,6.6554,3.1106,.3033
5.35,7.2447,6.6421,3.0938,.317
5.355,7.2097,6.6314,3.1839,.3507
5.36,7.1705,6.6064,3.2018,.3635
5.365,7.137,6.6022,3.0782,.3591
5.37,7.1092,6.5889,2.8956,.3379
5.375,7.0978,6.5762,2.7237,.2901
5.38,7.0881,6.5655,2.7256,.2751
5.385,7.0579,6.5526,2.8469,.2804
5.39,7.0183,6.5438,3.0399,.2804
5.395,6.9953,6.5305,3.0088,.2714
5.4,6.9707,6.5201,2.9702,.2469
5.405,6.9554,6.5094,2.9608,.2236
5.41,6.9418,6.5013,3.0256,.2379
5.415,6.9437,6.4913,3.1885,.2659
5.42,6.9178,6.4809,3.2702,.2908
5.425,6.9003,6.4725,3.1275,.3055
5.43,6.8678,6.4575,3.0477,.3256
5.435,6.8458,6.4449,3.1233,.3436
5.44,6.8169,6.4303,3.1463,.3632
5.445,6.7877,6.416,3.0957,.3667
5.45,6.776,6.4017,2.9475,.3471
5.455,6.7553,6.3871,2.7746,.3235
5.46,6.7157,6.3875,2.6747,.3102
5.465,6.6868,6.3628,2.807,.3177
5.47,6.6557,6.3518,2.9283,.306
5.475,6.6369,6.3404,2.7645,.2754
5.48,6.6217,6.3307,2.7052,.254
5.485,6.5717,6.3207,2.7788,.2283
5.49,6.5704,6.3093,2.9115,.2273
5.495,6.5597,6.3038,3.1015,.2563
5.5,6.5318,6.2921,3.2079,.2652
5.505,6.5153,6.2804,3.05,.2479
5.51,6.4994,6.2697,2.9316,.2754
5.515,6.4708,6.2574,3.1158,.3083
5.52,6.4614,6.2448,3.2063,.3199
5.525,6.4296,6.2276,3.1486,.3379
5.53,6.4066,6.2175,2.9913,.3376
5.535,6.3693,6.2052,2.8807,.3161
5.54,6.3424,6.1912,2.929,.3201
5.545,6.3164,6.1776,3.026,.3434
5.55,6.2866,6.165,2.9799,.3407
5.555,6.2632,6.1533,2.8664,.3185
5.56,6.2392,6.1345,2.8995,.3127
5.565,6.2042,6.126,2.8982,.3099
5.57,6.176,6.115,2.8991,.2825
5.575,6.1497,6.1043,2.8622,.2639
5.58,6.1371,6.093,2.7681,.2487
5.585,6.1079,6.0832,2.7707,.2416
5.59,6.09,6.0732,2.9261,.2608
5.595,6.0784,6.066,3.134,.3025
5.6,6.0489,6.0505,3.2053,.3118
5.605,6.0245,6.0381,2.9984,.2978
5.61,5.9963,6.0258,2.8781,.2866
5.615,5.9863,6.0148,2.9047,.2948
5.62,5.96,6.0034,2.9293,.3096
5.625,5.9418,5.994,3.0496,.3287
5.63,5.9224,5.9798,2.975,.3308
5.635,5.9003,5.9668,2.8417,.3196
5.64,5.8698,5.9548,2.8356,.3201
5.645,5.8546,5.9415,2.9507,.3232
5.65,5.8396,5.9285,2.9981,.3139
5.655,5.8033,5.9155,2.8959,.2999
5.66,5.7868,5.9084,2.8745,.2976
5.665,5.7654,5.8941,2.8758,.3
5.67,5.7414,5.8789,2.8865,.2974
5.675,5.7138,5.8669,2.9403,.2945
5.68,5.681,5.8539,2.8807,.2838
5.685,5.657,5.8426,2.8168,.2646
5.69,5.6295,5.8319,2.9241,.2673
5.695,5.6087,5.8215,3.0094,.2709
5.7,5.5828,5.8131,3.0373,.2764
5.705,5.5643,5.7994,2.9867,.2707
5.71,5.5383,5.7855,2.9611,.2846
5.715,5.5111,5.7758,3.061,.3041
5.72,5.4874,5.7625,3.1745,.3164
5.725,5.455,5.7501,3.0302,.3209
5.73,5.4294,5.7394,2.8687,.3068
5.735,5.4073,5.7265,2.7847,.2871
5.74,5.381,5.7135,2.7396,.2893
5.745,5.3648,5.7047,2.8657,.3046
5.75,5.3405,5.6898,2.916,.3026
5.755,5.3207,5.6778,2.833,.285
5.76,5.3025,5.6668,2.7765,.2733
5.765,5.284,5.6564,2.8528,.274
5.77,5.2665,5.6444,2.8755,.2753
5.775,5.2435,5.6334,2.9488,.2804
5.78,5.2334,5.6223,2.9809,.29
5.785,5.2081,5.6107,2.9186,.2913
5.79,5.1913,5.597,2.9319,.3049
5.795,5.1647,5.5857,3.0065,.3264
5.8,5.1394,5.5717,2.9883,.3282
5.805,5.1134,5.5591,2.9582,.3295
5.81,5.0833,5.5468,2.8953,.3206
5.815,5.0593,5.5338,2.8155,.3073
5.82,5.0294,5.5224,2.8317,.3033
5.825,5.0012,5.5085,2.9118,.305
5.83,4.9711,5.5111,2.8644,.2955
5.835,4.947,5.4864,2.8327,.2871
5.84,4.9195,5.4754,2.8651,.283
5.845,4.9016,5.4641,2.8411,.2702
5.85,4.8724,5.4534,2.8696,.2668
5.855,4.8562,5.4426,2.9329,.272
5.86,4.828,5.4294,2.9381,.2629
5.865,4.8131,5.419,2.9219,.2722
5.87,4.7846,5.4086,3.0234,.2934
5.875,4.7726,5.3956,3.0539,.3141
5.88,4.7524,5.3823,3.074,.3279
5.885,4.71,5.369,3.0211,.3334
5.89,4.6947,5.3583,2.8888,.3246
5.895,4.6743,5.3453,2.774,.3093
5.9,4.6409,5.3314,2.7843,.3157
5.905,4.6341,5.3184,2.8713,.3198
5.91,4.6195,5.3055,2.8593,.3151
5.915,4.5948,5.2931,2.7863,.2982
5.92,4.5705,5.2805,2.7749,.2735
5.925,4.5384,5.2698,2.7827,.268
5.93,4.5192,5.2526,2.8495,.2652
5.935,4.4991,5.2451,2.9689,.2788
5.94,4.4868,5.2331,3.0016,.2833
5.945,4.4673,5.2227,2.8868,.2757
5.95,4.4476,5.2114,2.8473,.2863
5.955,4.4025,5.1974,2.9043,.3059
5.96,4.372,5.1877,2.9802,.3133
5.965,4.3441,5.1605,2.94,.3144
5.97,4.3081,5.1618,2.8534,.3088
5.975,4.3032,5.1498,2.7629,.2864
5.98,4.2808,5.1426,2.7188,.2793
5.985,4.2692,5.131,2.834,.284
5.99,4.2358,5.1157,2.9008,.2926
5.995,4.203,5.1073,2.8547,.2816
6,4.1709,5.0927,2.834,.2741
6.005,4.1518,5.0823,2.8116,.2676
6.01,4.1368,5.0719,2.9069,.2764
6.015,4.1284,5.0602,3.0597,.2981
6.02,4.1128,5.0495,3.086,.3039
6.025,4.0879,5.0359,2.9274,.3059
6.03,4.0395,5.0275,2.8735,.3157
6.035,4.0201,5.0109,2.942,.3366
6.04,4.0003,4.9976,3.0363,.3525
6.045,3.9721,4.9827,2.9906,.3575
6.05,3.976,4.9691,2.7616,.329
6.055,3.9023,4.9561,2.5479,.2966
6.06,3.8686,4.9425,2.5038,.2761
6.065,3.891,4.9428,2.7114,.2877
6.07,3.8605,4.9211,2.9099,.2968
6.075,3.8384,4.9101,2.8774,.2791
6.08,3.8271,4.8965,2.7655,.2634
6.085,3.808,4.8883,2.7169,.2468
6.09,3.7911,4.8786,2.7714,.2443
6.095,3.7687,4.8656,2.9154,.2621
6.1,3.7272,4.8585,2.9994,.2767
6.105,3.699,4.8475,2.9627,.2749
6.11,3.6685,4.8358,2.9235,.2869
6.115,3.6497,4.8244,2.9066,.3008
6.12,3.6409,4.8121,2.9841,.3183
6.125,3.6182,4.7991,2.9883,.3248
6.13,3.5988,4.7826,2.8401,.3114
6.135,3.5602,4.7732,2.7873,.2994
6.14,3.5345,4.7599,2.8006,.2921
6.145,3.5096,4.7482,2.8901,.3081
6.15,3.4946,4.7353,2.8635,.3055
6.155,3.4807,4.7226,2.7448,.2948
6.16,3.4599,4.7116,2.7431,.2874
